Ticker,Company,score,Close,Market Cap,Change 1M,total yield,ms debt,roic v2,book price,sic,price251ago,opInc,fcf yield,dolVol,comStockEq,ms cem,total return,spitz roic,ms ce,momentum,Sector,Industry,Description,rebalance
CPT,Camden Property Trust,0.00,82.19,7319896513.97,6.99,0.04,2480626037.52,0.09,0.42,5206930949.75,72.82,476848000.62,0.01,56150545.54,3040047022.66,,0.17,0.09,313741995.34,0.91,Real Estate,REITs,Owns & manages multifamily apartment communities,False
IT,Gartner,0.00,97.82,7307889159.18,11.86,0.01,736404991.10,1.15,-0.00,260172989.48,86.03,298075002.55,0.04,30086746.05,-10498000.07,465734006.84,0.14,1.15,465734006.84,0.95,Technology,Application Software,An IT research and advisory company,False
HP,Helmerich & Payne,0.00,62.48,7272851365.56,-9.79,0.04,493149991.17,0.01,0.70,4287579899.91,55.73,51014000.48,0.07,107174957.09,4701461995.08,956597010.56,0.17,0.01,907032008.44,0.90,Energy,Oil & Gas - Drilling,Engaged in contract drilling of oil and gas,False
ZAYO,Zayo Group Holdings,0.00,32.75,7209116445.07,5.41,0.01,4136000031.73,0.05,0.15,5184499980.79,-0.81,240299997.48,0.00,85813197.17,1219199998.41,170699999.72,-41.21,0.05,170699999.72,1.00,Technology,Communication Equipment,Provider of bandwidth infrastructure,False
ASH,Ashland,0.00,114.97,7200592245.62,1.77,0.08,4086999981.45,0.07,0.38,5605999961.24,111.53,372000007.40,0.05,73516590.37,2733999994.20,1214999993.48,0.05,0.07,1214999993.48,0.93,Basic Materials,Chemicals,A specialty chemicals company,False
STM,STMicroelectronics,0.00,9.37,7198637608.59,16.40,0.03,1552999994.06,0.03,0.55,4458000060.41,-22.98,136999996.63,0.05,21813700.73,4580000055.93,2017000025.53,-1.42,0.03,1675000009.36,0.99,Technology,Semiconductors,Provides semiconductor solutions,False
AIV,Apartment Inv & Mgmt,0.00,44.86,7190123407.28,6.10,0.03,4055540936.28,0.05,0.22,5565539929.42,21.86,252185997.50,-0.04,59751558.31,1557907011.43,47908000.45,1.11,0.05,47908000.45,0.94,Real Estate,REITs,Owns & manages apartment communities,False
HII,Huntington Ingalls Indus,0.00,150.42,7178342661.47,-2.41,0.04,1277000018.29,0.38,0.24,1972000069.26,133.05,742999996.89,0.09,45275665.30,1651999996.54,956999985.46,0.15,0.38,956999985.46,0.86,Industrials,Aerospace & Defense,"Builds, overhauls & repairs ships",False
RPM,RPM International,0.00,48.72,7151886060.35,0.81,0.03,1656730000.43,0.20,0.22,2897697950.47,42.32,573924000.52,0.05,29967553.81,1435438006.34,194470002.78,0.18,0.20,194470002.78,0.88,Basic Materials,Chemicals,Manufactures and sells specialty chemical products,False
FLR,Fluor,0.00,44.58,7146226260.26,-10.84,0.05,1689215023.79,0.21,0.50,3015126055.46,53.34,605200997.87,0.08,63823619.98,3106284992.70,1911194997.40,-0.15,0.20,1780373982.42,0.80,Industrials,Engineering & Construction,Provides professional services,False
QRVO,Qorvo,0.00,50.96,7128943725.06,-8.21,0.12,988624981.67,0.01,0.77,5495782062.21,53.50,46397998.78,0.04,92167768.11,4976376000.08,469218991.84,-0.05,0.01,469218991.84,0.80,Technology,Semiconductors,Provides technologies & radio frequency solutions,False
ITC,ITC Holdings,0.00,45.50,7128733224.22,-0.18,0.03,4598124074.65,0.09,0.26,6385067065.75,4.28,560163005.25,-0.02,456665312.24,1792996986.06,6053999.98,9.80,0.09,6053999.98,0.96,Utilities,Utilities - Regulated,Engaged in electric transmission operations,False
IEX,IDEX,0.00,87.92,7123566933.14,0.60,0.03,1100772021.83,0.18,0.23,2416118075.59,74.24,422649003.69,0.05,27917037.33,1554743024.29,239397000.02,0.20,0.18,239397000.02,0.93,Industrials,Industrial Products,Produces displacement pumps and flow meters,False
TRMB,Trimble Navigation,0.00,26.66,7116435655.72,-5.29,0.01,669799995.12,0.06,0.35,2776199951.95,8.59,158600000.60,0.05,35296560.43,2319900003.63,275599997.00,2.10,0.06,213499997.70,0.90,Technology,Computer Hardware,Designs & distributes positioning products,False
MIDD,The Middleby,0.00,117.87,7113066013.01,0.81,0.00,916326005.03,0.17,0.19,2127221998.35,119.91,350952001.23,0.03,40673941.51,1284927024.15,74031000.04,-0.02,0.17,74031000.04,0.89,Industrials,Industrial Products,Provides cooking & warming equipment,False
MAA,Mid-America Apartment,0.00,95.23,7099448673.15,10.81,0.04,3434156955.57,0.05,0.42,6389671990.94,81.18,305055996.81,0.00,79361148.08,2983332046.20,27816999.77,0.21,0.05,27816999.77,0.87,Real Estate,REITs,Owns & operates apartment communities,False
WRB,WR Berkley,0.00,57.03,7090352888.91,-0.80,0.02,2535764032.24,0.13,0.71,6489555178.82,53.81,820811010.69,0.11,21931617.64,4902501036.45,948709992.57,0.07,0.13,948709992.57,0.95,Financial Services,Insurance - Property & Casualty,An insurance holding company,False
SQM,Sociedad Quimica Y Minera,0.00,29.15,7079986613.89,6.04,0.01,158011000.10,0.22,0.30,1835886974.85,-25.90,348430996.11,0.04,16657579.38,2260866993.98,805064997.04,-2.14,0.19,582990989.81,0.98,Basic Materials,Chemicals,A chemical producer,False
CSGP,CoStar Group,0.00,184.25,7059470085.65,-11.82,0.00,337518998.25,0.09,0.27,1434117970.35,194.08,133538001.82,0.03,36687422.30,1618697995.88,523269999.41,-0.05,0.09,522099004.34,0.82,Real Estate,Real Estate Services,Provides information to real estate industry,False
RGA,Reinsurance Group,0.00,110.47,6915260085.97,0.39,0.04,3936099080.70,0.10,1.13,10549888231.35,90.33,1024724029.83,0.31,32642828.30,7993482147.22,1506395029.17,0.24,0.10,1379692982.01,1.00,Financial Services,Insurance - Specialty,An insurance holding company,False
AVY,Avery Dennison,0.00,71.26,6912192675.49,-5.69,0.07,1300599997.00,0.27,0.16,2153599950.22,59.93,582600010.14,0.06,47720578.77,1042399998.73,189400003.20,0.21,0.27,189400003.20,0.90,Industrials,Industrial Products,Produces pressure-sensitive materials,False
WLK,Westlake Chemical,0.00,51.01,6889908639.33,-6.47,0.04,758453011.89,0.27,0.52,3426618924.51,66.81,817387003.16,0.07,52586180.02,3439162961.26,1123017996.03,-0.23,0.24,770996998.89,0.84,Basic Materials,Chemicals,Produce petrochemicals and plastics,False
PHM,PulteGroup,0.00,18.31,6886144203.33,-6.96,0.08,3268859973.70,0.12,0.77,7506687118.38,17.65,922666990.24,-0.07,88271128.13,4672032065.20,434205002.93,0.06,0.12,434205002.93,0.83,Consumer Cyclical,Homebuilding & Construction,Engaged in homebuilding business,False
GLPI,Gaming and Leisure Props,0.00,31.94,6861322663.45,-0.75,0.07,4513452035.86,0.05,0.36,6875884890.69,19.12,318198000.76,-0.60,32083208.44,2386172003.03,23739000.38,0.79,0.05,23739000.38,0.89,Real Estate,REITs,Owns and lease real estate property,False
OHI,Omega Healthcare,0.00,29.52,6857501976.32,-10.65,0.08,4433639091.27,0.06,0.65,8223130084.02,38.27,488089991.16,0.01,69646452.88,3822057962.50,32566999.45,-0.17,0.06,32566999.45,0.78,Real Estate,REITs,An REIT invests in healthcare facilities,False
LII,Lennox International,0.00,147.26,6826515547.96,-7.79,0.06,1055900013.01,0.37,0.00,1031900013.86,138.12,381800001.87,0.04,56352389.24,23799999.55,47800000.74,0.08,0.37,47800000.74,0.90,Industrials,Industrial Products,Provides climate control solutions,False
WPC,W.P. Carey,0.00,58.94,6822997430.05,-3.93,0.07,4391820091.25,0.05,0.54,7566188042.32,62.76,349932007.45,-0.01,21294487.77,3383851033.11,209482997.62,0.00,0.05,209482997.62,0.81,Real Estate,REITs,Owns and manages commercial real estate,False
SRCL,Stericycle,0.00,74.23,6815263101.13,-2.53,0.01,3012778060.42,0.09,0.45,5830269102.31,114.62,515686996.63,0.05,104507468.01,2857781944.40,40354000.49,-0.35,0.09,40291000.25,0.58,Industrials,Waste Management,Provides medical waste management services,False
MRVL,Marvell Technology Group,0.00,12.70,6790259041.77,-1.01,0.03,,0.01,0.64,2535078954.68,-32.78,12654000.26,-0.08,62163644.10,4159087960.01,1624008995.65,-1.40,0.01,1624008995.65,0.95,Technology,Semiconductors,A fabless semiconductor provider,False
MIC,Macquarie Infrastructure,0.00,80.84,6786215446.31,-2.31,0.06,2870932994.57,0.05,0.45,5793456043.64,76.69,300218993.30,0.04,35476274.21,2950902020.26,28379000.22,0.11,0.05,28379000.22,0.96,Industrials,Transportation & Logistics,"Owns, operates & invest in infrastructure business",False
URI,United Rentals,0.00,75.87,6762779769.14,-4.57,0.10,8002000127.52,0.15,0.24,9244000068.98,78.25,1410000002.27,0.11,141826086.61,1539000013.46,297000004.27,-0.03,0.15,297000004.27,0.90,Industrials,Consulting & Outsourcing,An equipment rental company,False
JKHY,Jack Henry & Associates,0.00,83.87,6718748805.09,3.16,0.04,200000.00,0.39,0.15,926100038.11,76.88,361658001.33,0.03,30222632.38,996210020.42,70309999.18,0.11,0.39,70309999.18,0.94,Industrials,Business Services,Provides information processing solutions,False
FTI,FMC Technologies,0.00,32.93,6694343001.56,5.21,0.01,1264100025.86,0.05,0.36,2868199945.60,37.37,131399998.39,0.07,111320744.26,2678299985.35,1074200015.21,-0.12,0.05,1074200015.21,0.96,Energy,Oil & Gas - Services,A provider of technology solutions,False
BBBY,Bed Bath & Beyond,0.00,39.71,6658865745.10,-6.63,0.14,1491369998.41,0.37,0.43,3487521081.98,73.03,1285439014.60,0.12,92236437.73,2573995052.15,577844009.77,-0.46,0.37,577844009.77,0.70,Consumer Cyclical,Retail - Apparel & Specialty,Operates a chain of retail stores,False
ACC,American Campus,0.00,49.62,6636844134.50,5.44,0.03,2484291973.92,0.03,0.53,5902004881.46,25.01,175143998.78,0.02,44087777.19,3450106025.38,32392999.94,1.05,0.03,32392999.94,0.91,Real Estate,REITs,Owns and manages housing properties,False
CSL,Carlisle Companies,0.00,107.86,6628451855.51,3.83,0.03,596199996.32,0.22,0.35,2687699936.58,82.22,587900003.52,0.06,32366568.15,2446899996.99,355400007.15,0.33,0.22,355400007.15,0.99,Consumer Cyclical,Autos,Manufactures insulation materials,False
ALLE,Allegion,0.00,65.71,6608328262.86,-0.79,0.01,1473599998.03,0.29,0.02,1410900006.76,61.95,409800007.08,0.04,49520510.27,151800000.64,214500000.97,0.07,0.29,214500000.97,0.90,Industrials,Consulting & Outsourcing,Provides security products and solutions,False
FDS,FactSet Research Systems,0.00,155.95,6589620825.05,-0.14,0.07,299999998.12,0.62,0.08,588973999.26,166.93,349676007.37,0.04,59153645.41,517381004.73,252624004.76,-0.06,0.59,228407001.27,0.86,Industrials,Business Services,Provides integrated financial information,False
ELS,Equity Lifestyle,0.00,73.16,6583214899.30,2.54,0.02,2092019010.93,0.06,0.14,2888450076.26,49.56,181892999.04,0.02,30505586.41,865242999.31,68812001.05,0.51,0.06,68812001.05,0.88,Real Estate,REITs,A real estate investment trust,False
H,Hyatt Hotels,0.00,52.82,6547913453.37,7.08,0.06,1466000001.20,0.06,0.57,4834999885.47,50.77,301000005.14,0.04,16601476.63,3912999964.48,589999996.74,0.04,0.06,543999998.36,0.97,Consumer Cyclical,Travel & Leisure,Operates hotels and resorts,False
AFG,American Financial Group,0.00,76.36,6517009388.14,0.58,0.03,1300000002.09,0.14,0.78,4821999948.55,70.58,675999999.51,0.16,20059055.37,5161000015.76,1638999987.91,0.10,0.14,1638999987.91,1.00,Financial Services,Insurance - Property & Casualty,Engaged in property & casualty insurance services,False
AGNC,American Capital Agency,0.00,19.90,6468640398.14,4.79,0.16,3531000041.20,0.02,1.15,9872000106.62,8.73,191999987.24,0.21,55128119.11,7595000038.68,,1.56,0.02,1253999998.01,0.98,Real Estate,REITs,Invests in agency mortgage-backed securities,False
FMC,FMC,0.00,53.36,6468335871.05,12.93,0.01,1976500009.88,0.07,0.29,3966499967.15,20.49,291300002.10,0.03,46013658.27,2120700020.72,130700001.53,1.64,0.07,130700001.53,1.00,Basic Materials,Chemicals,A diversified chemical company,False
SSNC,SS&C Technologies,0.00,31.64,6466580277.65,-2.17,0.01,2490270051.74,0.05,0.35,4613658101.09,41.52,241686001.33,0.05,31227630.49,2225187955.12,101800001.31,-0.23,0.05,101800001.31,0.85,Technology,Application Software,Software & software-enabled service provider,False
ENBL,Enable Midstream Partners,0.00,15.73,6440335892.47,-1.07,0.08,3113000004.50,0.03,1.16,10808000110.22,-27.27,364999996.50,0.03,2957075.33,7718000150.18,23000000.08,-1.62,0.03,23000000.08,0.97,Energy,Oil & Gas - Midstream,Develops natural gas and crude oil assets,False
HDS,HD Supply Holdings,0.00,33.58,6428809554.63,4.91,0.00,4308000019.49,0.16,0.13,4836000170.75,20.52,773999998.96,0.06,85698039.25,841000001.93,313000003.08,0.64,0.16,313000003.08,0.91,Industrials,Industrial Distribution,An industrial distribution company,False
DKS,Dick's Sporting Goods,0.00,57.80,6404429548.30,1.30,0.06,157625002.84,0.28,0.28,1874900016.83,28.78,522755989.78,0.04,110003940.14,1829599989.97,112324998.23,1.03,0.28,112324998.23,0.94,Consumer Cyclical,Retail - Apparel & Specialty,An authentic full-line sporting goods retailer,False
KRC,Kilroy Realty,0.00,69.92,6397958051.48,2.82,0.02,2217337995.77,0.04,0.51,5237562936.65,60.84,186957003.37,-0.03,44538995.50,3270748021.66,264644001.29,0.17,0.04,250523002.20,0.95,Real Estate,REITs,"Owns, acquires and manages real estate assets",False
SRC,Spirit Realty Capital,0.00,11.51,6394108980.16,-5.81,0.06,3709862965.06,0.01,0.62,7462614035.38,-7.27,68862000.73,-0.04,66259153.77,3765934943.02,13184000.03,-2.68,0.01,13184000.03,0.83,Real Estate,REITs,Invests in single-tenant real estate,False
ROL,Rollins,0.00,30.84,6391828826.75,9.67,0.02,,0.59,0.09,434966004.42,14.15,258553997.92,0.03,11835372.65,574229005.82,139263000.98,1.20,0.59,139263000.98,1.00,Industrials,Business Services,Provides pest and termite control services,False
NVR,NVR,0.00,"1,519.48",6388867915.36,-6.21,0.08,596303004.73,0.40,0.23,1634224021.86,1526.83,660172006.90,0.04,40105793.09,1299139024.23,261217996.24,-0.01,0.40,261217996.24,0.83,Consumer Cyclical,Homebuilding & Construction,"Builds homes, townhomes & condominium buildings",False
DDR,DDR,0.00,15.34,6376718405.09,-6.01,0.05,4966379044.79,0.03,0.52,7867792076.69,22.60,254687001.94,0.01,58127084.92,2922070972.54,20658000.29,-0.29,0.03,20658000.29,0.77,Real Estate,REITs,A real estate investment trust,False
LAMR,Lamar Advertising,0.00,61.38,6365021085.73,-2.32,0.05,2380022019.20,0.13,0.18,3398849021.79,55.88,428457999.77,0.07,44104447.39,1056305984.88,37479000.06,0.15,0.13,37479000.06,0.89,Real Estate,REITs,An outdoor advertising company,False
ZION,Zions Bancorp,0.00,32.40,6362539083.92,3.51,0.01,570384993.88,0.09,1.06,5497804761.08,27.14,645442002.83,0.06,89217811.28,6969705864.32,,0.20,0.12,2042286039.58,1.00,Financial Services,Banks,Provides banking services,False
KKR,KKR & Co,0.00,13.89,6343714278.80,-2.46,0.05,17589352933.19,0.08,0.93,21209151856.13,36.89,1777808959.96,-0.31,27435701.13,5816598946.88,,-0.59,0.08,2196799986.24,0.77,Financial Services,Asset Management,Provides asset management services,False
WBC,WABCO Holdings,0.00,99.23,6333588484.58,-10.17,0.05,761399997.18,0.40,0.15,844699995.74,109.51,339699998.23,0.05,48479562.54,793399992.71,710099999.16,-0.09,0.40,710099999.16,0.87,Consumer Cyclical,Autos,Manufactures commercial vehicles control systems,False
OGE,OGE Energy,0.00,31.59,6314578047.35,5.69,0.04,2843299944.92,0.07,0.55,6288499923.13,11.98,467899986.89,0.01,27550529.85,3445200004.15,0.00,1.75,0.07,0.00,0.96,Utilities,Utilities - Regulated,An energy and energy services provider,False
STE,STERIS,0.00,66.34,6297465588.08,-5.03,0.02,1504192016.01,0.07,0.53,4259404005.93,77.31,289132994.53,0.03,33530849.71,3009563003.69,254350997.65,-0.13,0.07,254350997.65,0.85,Healthcare,Medical Instruments & Equipment,Provides infection prevention & surgical products,False
FLS,Flowserve,0.00,41.86,6289529656.39,-6.98,0.03,1610889018.85,0.10,0.31,3044440039.16,52.32,306372993.69,0.04,48358678.50,1694421010.32,260870001.57,-0.19,0.10,260870001.57,0.80,Industrials,Industrial Products,Develops flow control equipment,False
JEC,Jacobs Engineering Group,0.00,49.99,6280266295.67,-0.22,0.02,487940998.28,0.07,0.73,4296175998.49,29.53,309612992.05,0.08,35129833.11,4424626068.76,616391003.90,0.69,0.07,616391003.90,0.90,Industrials,Engineering & Construction,Provides technical professional services,False
MKTX,MarketAxess Holdings,0.00,155.21,6230728672.00,-1.07,0.01,,1.49,0.08,290255992.35,99.95,178260998.94,0.01,40840377.51,451699992.10,332098993.60,0.56,0.61,161444001.30,0.90,Financial Services,Brokers & Exchanges,Operates an electronic trading platform,False
TYL,Tyler Technologies,0.00,154.35,6222566803.47,-8.94,0.02,33999999.93,0.13,0.16,892940993.30,164.67,115680997.61,0.02,32908736.20,882254989.12,47078000.28,-0.06,0.13,23314000.26,0.86,Technology,Application Software,Provides information management solutions,False
MD,Mednax,0.00,63.15,6198664468.93,-3.82,0.01,1788801971.24,0.13,0.45,4403333930.00,77.30,579868989.26,0.07,40844907.67,2667337016.46,63293998.84,-0.18,0.13,52804999.19,0.83,Healthcare,Health Care Providers,Provider of physician services,False
EQM,EQT Midstream Partners,0.00,70.07,6139524027.88,-9.04,0.04,786723012.33,0.19,0.34,2631347052.15,72.06,498580986.99,-0.00,19748626.89,1928718002.39,84094000.38,0.01,0.19,84094000.38,0.87,Energy,Oil & Gas - Midstream,"Owns, acquires & develops midstream assets",False
PKI,PerkinElmer,0.00,50.72,6138544127.96,-5.76,0.04,1058080994.02,0.10,0.38,2898201010.68,53.52,300581998.73,0.05,31140104.03,2088202992.53,248082995.84,-0.05,0.10,248082995.84,0.89,Healthcare,Medical Diagnostics & Research,Provides scientific instruments & services,False
OC,Owens-Corning,0.00,48.28,6126520552.51,-8.44,0.06,2164000003.76,0.12,0.71,5946999992.70,43.60,701000010.18,0.11,57581924.17,3892999925.79,110000001.19,0.12,0.12,110000001.19,0.87,Basic Materials,Building Materials,Produces glass reinforcements in the form of fiber,False
CPRT,Copart,0.00,52.49,6114473737.41,-2.16,0.08,640492006.67,0.32,0.13,1259099002.24,10.28,406470009.28,0.03,33953928.45,774456004.54,155849002.02,4.11,0.32,155849002.02,0.96,Consumer Cyclical,Autos,Provides online auctions,False
unknown,unknown,0.00,3.41,6113424356.90,3.18,0.01,10559999853.39,0.10,0.80,11653999661.66,7.89,1140999980.18,0.11,17547379.88,4778000006.04,3865000008.27,-0.56,0.10,3683999990.24,0.76,unknown,unknown,unknown,False
LEG,Leggett & Platt,0.00,46.49,6092752235.72,1.97,0.07,1056400000.39,0.27,0.17,1842699987.45,45.51,493699994.11,0.06,48312417.34,1103599988.54,317300002.20,0.05,0.27,317300002.20,0.85,Consumer Cyclical,Manufacturing - Apparel & Furniture,Manufacturers engineered components & products,False
STLD,Steel Dynamics,0.00,28.51,6091594858.13,18.15,0.02,2586991977.87,0.07,0.41,4501419987.55,-38.22,290798988.67,0.12,79760839.62,2965917029.09,1051488992.41,-1.76,0.07,1051488992.41,1.00,Basic Materials,Steel,A steel manufacturer and metals recycler,False
BPY,Brookfield Property,0.00,21.98,5999768326.22,0.05,0.05,35411000482.92,0.01,1.33,41505000561.95,23.02,417999996.18,-0.06,2623367.89,7656000117.75,1562000011.57,0.00,0.01,1562000011.57,0.88,Real Estate,Real Estate Services,A real estate investment company,False
HUBB,Hubbell,0.00,105.52,5961638324.96,2.66,0.07,995899997.50,0.22,0.28,2256900008.06,93.53,481900009.01,0.06,18889830.65,1625500031.36,378199996.49,0.15,0.21,364499993.84,0.97,Industrials,Industrial Products,Manufacturer of electrical and electronic products,False
KAR,KAR Auction Services,0.00,38.77,5953425352.96,-10.28,0.03,2396499968.33,0.14,0.28,3551199862.43,33.62,484000006.88,0.05,43897535.35,1477799970.21,323100004.59,0.19,0.14,323100004.59,0.88,Consumer Cyclical,Retail - Apparel & Specialty,Provider of wholesale used vehicle auctions,False
LPT,Liberty Property Trust,0.00,39.93,5920880489.99,3.88,0.05,3377027993.07,0.04,0.49,6201548063.23,19.04,269284996.82,-0.03,32243840.34,2866810014.87,42290000.62,1.20,0.04,42290000.62,0.95,Real Estate,REITs,Owns industrial and office space properties,False
PF,Pinnacle Foods,0.00,52.64,5918818322.05,6.07,0.02,3165973936.62,0.10,0.30,4876999875.22,26.47,466204997.09,0.05,56446635.01,1875953987.77,164927998.72,1.03,0.10,164927998.72,1.00,Consumer Defensive,Consumer Packaged Goods,"Manufactures, markets & distributes food products",False
ULTI,The Ultimate Software Gr,0.00,207.14,5914643499.96,2.43,0.01,10698999.95,0.12,0.06,349072994.79,206.45,40743999.42,0.01,44124157.17,433159995.47,111105001.25,0.00,0.12,94786000.54,0.93,Technology,Application Software,Provider of cloud-based human capital management,False
HAR,Harman Intl Indus,0.00,85.63,5893178945.25,4.86,0.04,1335509006.51,0.18,0.42,3332564084.67,104.32,599371010.08,0.07,55933094.88,2508759997.07,511704999.02,-0.17,0.18,511704999.02,0.82,Technology,Computer Hardware,Develops audio products & electronic systems,False
ARW,Arrow Electronics,0.00,60.99,5838285223.99,-2.79,0.06,2780825968.40,0.13,0.81,6821914969.68,57.79,857950994.02,0.09,27466699.57,4425504091.55,384414994.17,0.06,0.13,384414994.17,0.90,Technology,Computer Hardware,Provides electronic products and solutions,False
ESRT,Empire State Realty,0.00,19.34,5811705805.51,-1.28,0.02,1615832981.98,0.06,0.09,2974375020.32,11.05,169121999.19,0.01,20968820.43,1952839040.59,594297003.37,0.78,0.06,594297003.37,0.87,Real Estate,REITs,Manages and acquires office and retail properties,False
BURL,Burlington Stores,0.00,72.77,5779972682.23,-6.80,0.05,1353341999.69,0.27,-0.02,1219139001.70,16.44,332015996.21,0.04,91193298.90,-103734000.60,30469000.27,3.43,0.27,30469000.27,0.87,Consumer Defensive,Retail - Defensive,An off-price apparel and home product retailer,False
HLF,Herbalife,0.00,55.17,5759261519.63,-11.19,0.00,1442900027.28,0.57,0.02,778300025.49,55.17,442499991.87,0.05,91683263.33,123699999.84,788300005.32,0.00,0.57,788300005.32,0.81,Consumer Defensive,Consumer Packaged Goods,Sells nutritional supplement products,False
SPR,Spirit AeroSystems Hldgs,0.00,53.61,5747908174.29,16.01,0.14,1105300006.47,0.34,0.28,2243700018.68,55.10,770000009.96,0.09,56024705.47,1808799982.25,670400007.66,-0.03,0.34,670400007.66,0.99,Industrials,Aerospace & Defense,Designer and manufacturer of aerostructures,False
NDSN,Nordson,0.00,99.88,5698045706.81,2.92,0.05,1044168011.72,0.20,0.14,1795681003.53,62.70,353215998.69,0.04,25598884.52,811806990.99,60294000.65,0.61,0.20,60294000.65,0.98,Industrials,Industrial Products,Manufactures equipment for material dispensing,False
SHLX,Shell Midstream Partners,0.00,26.16,5688343686.02,-12.48,0.04,343899998.75,0.37,0.08,561500001.65,49.53,208699996.23,0.06,11835260.42,378399995.07,160800001.11,-0.46,0.37,160800001.11,0.62,Energy,Oil & Gas - Midstream,Transportation of crude oil by pipeline,False
ODFL,Old Dominion Freight,0.00,75.25,5684492186.04,5.93,0.03,193129002.85,0.25,0.29,1971590046.01,58.96,484309991.97,0.02,37676588.06,1793475034.81,15013999.81,0.28,0.25,15013999.81,0.98,Industrials,Transportation & Logistics,Provides logistics services,False
CF,CF Industries Holdings,0.00,24.34,5676713432.01,3.75,0.05,5539999916.33,0.05,0.68,7845999871.71,72.93,371100002.32,-0.31,138587532.58,3860000026.10,1554000000.50,-0.65,0.05,1554000000.50,0.49,Basic Materials,Agriculture,Manufacturer & distributor of nitrogen & phosphate,False
MTN,Vail Resorts,0.00,159.50,5675865703.76,3.52,0.03,727584992.14,0.18,0.15,1534227966.13,122.30,282979003.56,0.05,47904599.48,874539982.64,67896999.38,0.33,0.18,67896999.38,0.98,Consumer Cyclical,Travel & Leisure,A mountain resort operator,False
WOOF,VCA,0.00,62.62,5658997242.09,-10.87,0.00,1278634003.28,0.14,0.28,2641446079.60,51.77,375497002.20,0.05,46486079.58,1435726019.29,72914000.44,0.21,0.14,72914000.44,0.85,Healthcare,Health Care Providers,Provides veterinary & diagnostic testing services,False
SIG,Signet Jewelers,0.00,82.87,5634126258.76,3.07,0.08,1569099983.45,0.18,0.46,4330299937.28,127.52,758599985.77,0.05,123824910.52,2879899964.60,118699998.67,-0.34,0.18,118699998.67,0.57,Consumer Cyclical,Retail - Apparel & Specialty,A retailer of diamond jewelry,False
JBLU,JetBlue Airways,0.00,18.25,5579465780.91,2.18,0.01,1688999994.65,0.29,0.65,4662000036.64,48.96,1345999995.67,0.10,102053893.19,3846000038.92,873000005.84,-0.63,0.29,873000005.84,0.69,Industrials,Airlines,A passenger airline company,False
AIZ,Assurant,0.00,80.09,5553860014.88,-11.50,0.19,1165556989.62,0.22,0.99,4553847869.03,85.72,904091006.80,-0.08,35481046.03,4504913910.06,1513220980.60,-0.05,0.20,1116623022.31,0.87,Financial Services,Insurance,Provides specialized insurance products,False
DEI,Douglas Emmett,0.00,36.19,5532408303.95,2.81,0.02,4401851013.87,0.04,0.35,6135613021.66,17.69,211946998.29,-0.27,22783715.02,1892176965.40,158414998.77,1.10,0.04,158414998.77,0.94,Real Estate,REITs,A Real Estate Investment Trust,False
DLB,Dolby Laboratories,0.00,47.54,5480871438.17,-10.97,0.04,,0.17,0.40,1454144022.32,10.81,231795001.13,0.03,24862320.34,1970256010.61,637740996.33,3.44,0.16,516111990.25,0.87,Consumer Cyclical,Entertainment,"Develops audio, video and voice technologies",False
WST,West Pharmaceutical Servs,0.00,77.57,5454740765.37,4.58,0.01,231199999.33,0.16,0.20,1167599976.08,54.64,187700000.66,0.01,31058115.70,1142299979.36,205900000.65,0.43,0.16,205900000.65,0.92,Healthcare,Medical Instruments & Equipment,Manufacturer of medical components & systems,False
WTR,Aqua America,0.00,29.82,5405017071.58,2.09,0.03,1858259988.55,0.09,0.35,3686748128.34,26.35,328238009.59,-0.01,24053849.32,1832200036.38,3711999.96,0.16,0.09,3711999.96,0.84,Utilities,Utilities - Regulated,Provides water or wastewater services,False
ARRS,ARRIS International,0.00,27.01,5401825120.89,-5.92,0.04,2283403975.89,0.02,0.59,4271687996.05,32.96,90459000.52,0.08,45723782.04,3020261987.53,1099544982.99,-0.18,0.02,1031977994.30,0.83,Technology,Communication Equipment,Provides entertainment & communications solutions,False
SNH,Senior Housing Properties,0.00,18.90,5393262875.76,-13.30,0.08,3761892068.48,0.04,0.72,6960087063.16,-13.27,300518001.17,0.03,43347750.31,3238968053.36,40772999.16,-2.54,0.04,40772999.16,0.80,Real Estate,REITs,A healthcare real estate investment trust,False
SUI,Sun Communities,0.00,76.58,5387101974.28,1.22,0.03,3057089986.40,0.01,0.42,5321509042.51,54.62,32578000.58,-0.06,36943392.19,2334248022.84,69829001.22,0.45,0.01,69829001.22,0.94,Real Estate,REITs,A real estate investment trust,False
PPC,Pilgrims Pride,0.00,20.16,5375350298.60,-4.05,0.02,1072721005.45,0.37,0.18,1893662020.68,20.31,696979993.72,0.08,28988640.27,906934991.61,85994000.77,-0.01,0.37,85994000.77,0.73,Consumer Defensive,Consumer Packaged Goods,Produces and markets chicken and chicken products,False
STWD,Starwood Property Trust,0.00,22.23,5360849578.62,3.54,0.09,1339853017.77,0.06,0.77,4907143957.62,12.72,334833006.69,0.10,46275772.73,4068847972.37,,0.90,0.07,501557007.27,0.95,Real Estate,REITs,Acquires and manages commercial mortgage loans,False
IM,Ingram Micro,0.00,38.47,5336858774.33,6.54,0.00,1326789026.73,0.10,0.72,4778504958.47,14.09,469020008.01,0.04,38748790.59,4140791947.04,689075988.05,1.74,0.10,689075988.05,1.00,Technology,Computer Hardware,Information technology wholesale distributor,False
