Ticker,Company,score,Close,Market Cap,Change 1M,total yield,ms debt,roic v2,book price,sic,price251ago,opInc,fcf yield,dolVol,comStockEq,ms cem,total return,spitz roic,ms ce,momentum,Sector,Industry,Description,rebalance
AN,AutoNation,0,40.26,4972765208.86,-16.66,0.12,2757800010.88,0.17,0.55,4916400057.07,77.53,853300009.26,0.06,43618044.18,2220800013,62199999.06,-0.48,0.17,62199999.06,0.62,Consumer Cyclical,Autos,Operates as an automotive retailer,False
PII,Polaris Industries,0,80.01,4963186665.14,8.08,0.07,436711992.33,0.33,0.18,1242346997.29,110,410694995.99,0.03,104332083.92,928330991.94,122695998.46,-0.25,0.33,122695998.46,0.72,Consumer Cyclical,Autos,Manufacturer of recreational and utility vehicles,False
TOL,Toll Brothers,0,27.49,4896860831.87,-5.7,0.08,3876877035.37,0.07,0.93,7699174086.96,49.26,550574993.96,-0.04,73489830.16,4174151074.32,351854003.97,-0.44,0.07,351854003.97,0.72,Consumer Cyclical,Homebuilding & Construction,"Designs, builds & markets luxury homes",False
ATR,AptarGroup,0,75.74,4871832915.77,0.89,0.02,918778007.07,0.18,0.27,1772092047.11,72.04,312157007.21,0.03,18608171.11,1286051008.85,432737002.74,0.07,0.18,432737002.74,0.94,Consumer Cyclical,Packaging & Containers,Provides packaging delivery solutions,False
BMS,Bemis,0,48.42,4831204344.78,-3.01,0.06,1503300021.73,0.15,0.28,2707199974.46,41.98,401799995.92,0.06,33804500.35,1282999977.98,79100001.21,0.18,0.15,79100001.21,0.9,Consumer Cyclical,Packaging & Containers,Manufactures packaging material,False
ALSN,Allison Transmission,0,29.33,4805031988.84,4.38,0.06,2160700037.41,0.12,0.23,3112700046.16,23.52,378999995.14,0.11,32056832.11,1116700020.9,164700000.14,0.27,0.12,164700000.14,0.96,Consumer Cyclical,Autos,Designs and manufactures auto transmission systems,False
DNKN,Dunkin Brands Group,0,48.17,4778005371.25,-5.57,0.06,2439587012.7,0.17,-0.04,2002132011.77,33.86,344309992.37,0.05,65606821.98,-167224998.94,270229997.36,0.46,0.17,270229997.36,0.93,Consumer Cyclical,Restaurants,Operates chains of fast-food restaurants,False
TGNA,Tegna,0,18.77,4685111087.81,-8.84,0.12,4255959070.43,0.16,0.54,6304797933.76,50.47,1019179982.58,0.1,40393565.08,2150992033.76,102152999.05,-0.62,0.16,102152999.05,0.65,Consumer Cyclical,Entertainment,International media & marketing solutions company,False
PNRA,Panera Bread,0,188.28,4604422548.59,-0.27,0.09,431497992.94,0.36,0.07,664498989.49,181.19,238966004.43,0.03,102622100.46,319598994.9,86598000.61,0.04,0.36,86598000.61,0.85,Consumer Cyclical,Restaurants,Operates retail bakery-cafe business,False
WSM,Williams-Sonoma,0,47.41,4522018944.26,-2.79,0.07,125000002.03,0.41,0.28,1168690005.49,82.05,480164008.53,0.08,93259551.76,1154812017.8,111122002.21,-0.41,0.41,111122002.21,0.66,Consumer Cyclical,Retail - Apparel & Specialty,A specialty retailer of home products,False
GPK,Graphic Packaging Holding,0,12.55,4464413309.44,-7.72,0.06,2255000012.31,0.13,0.28,3317299931.63,20.68,419499993.73,0.08,48119887.2,1108000019.51,45699999.23,-0.38,0.13,45699999.23,0.86,Consumer Cyclical,Packaging & Containers,Provides paper-based packaging solutions,False
CNK,Cinemark Holdings,0,40.29,4448899955.02,1.97,0.03,2021708002.4,0.16,0.25,2626581007.94,32.65,418609998.02,0.03,20832180.11,1188473014.89,583600001.35,0.27,0.16,583600001.35,0.99,Consumer Cyclical,Entertainment,Operates picture exhibition theatres,False
THO,Thor Industries,0,77.41,4445277539.79,-7.44,0.02,360000000.93,0.28,0.31,1415320005.45,39.79,392094006.62,0.07,52968428.25,1265221998.81,209902000.19,0.98,0.28,209902000.19,0.89,Consumer Cyclical,Autos,Manufactures and sells a recreation vehicles,False
BC,Brunswick,0,42.98,4400925703.22,-11.22,0.04,452200005.15,0.24,0.37,1449700024.12,65.53,353399992.78,0.05,49082328.75,1434700028.01,437999999.68,-0.34,0.24,437199996.3,0.78,Consumer Cyclical,Travel & Leisure,Manufactures and sells recreation products,False
CRI,Carter's,0,87.42,4340722685.08,0.49,0.08,580612988.8,0.33,0.18,1216120972.01,89.27,403323992.4,0.04,67476045.15,776133993.72,140626000.2,-0.01,0.33,140626000.2,0.78,Consumer Cyclical,Manufacturing - Apparel & Furniture,Markets apparel for babies and young children,False
PAG,Penske Automotive Group,0,42.78,4103744970.87,-7.26,0.08,5095899958.15,0.09,0.48,6758800041.71,53.84,575799999.12,0.07,45158318.93,1752299966.81,89399999.03,-0.19,0.09,89399999.03,0.86,Consumer Cyclical,Autos,A transportation services company,False
URBN,Urban Outfitters,0,32.96,4046661003.86,-7.42,0.06,50000000.88,0.37,0.32,1051901974.02,18.16,365469008.06,0.08,82886904.01,1245017987.5,302347005.77,0.82,0.35,243116001.66,0.87,Consumer Cyclical,Retail - Apparel & Specialty,A lifestyle specialty retail company,False
POOL,Pool,0,93.44,3974311510.86,0.61,0.04,390189000.76,0.4,0.07,631882007.3,78.89,252094998.01,0.04,25105710,271984996.89,30291999.8,0.2,0.4,30291999.8,0.91,Consumer Cyclical,Travel & Leisure,Distributs swimming pool supplies and equipment,False
CAA,CalAtlantic Group,0,31.35,3959250577.2,-5.71,0.04,3742627012.57,0.09,1.14,7662787997.87,52.64,713253996.26,0.03,45192565.58,4134435024.11,214273995.57,-0.4,0.09,214273995.57,0.73,Consumer Cyclical,Homebuilding & Construction,Constructs single-family attached & detached homes,False
COLM,Columbia Sportswear,0,56.88,3957267901.52,-3.92,0.02,14648999.86,0.18,0.38,1295112017.47,53.86,238401995.79,0.04,15298326.98,1499652008.15,219656003.99,0.07,0.18,219188996.29,0.91,Consumer Cyclical,Manufacturing - Apparel & Furniture,An outdoor apparel and footwear company,False
BFAM,Bright Horizons Family,0,63.86,3938193495.75,-3.27,0.03,939907982.41,0.12,0.18,1618384989.28,63.84,194772000.18,0.03,14334309.3,697961009.71,19484000.26,0,0.12,19484000.26,0.91,Consumer Cyclical,Personal Services,Provides child care and early education services,False
CAB,Cabela's,0,61.28,3760798466.7,-1.15,0.03,4789475041.5,0.04,0.47,6608149074.41,23.11,288219996.47,0.09,91498496.4,1955208012.45,136533997.98,1.65,0.04,136533997.98,0.97,Consumer Cyclical,Retail - Apparel & Specialty,Retailer and marketer of outdoor merchandise,False
SBH,Sally Beauty Holdings,0,25.87,3760706656.79,2.01,0.08,1783604028.34,0.36,-0.08,1409702082.63,12.31,506710002.36,0.05,57519732.21,-282904999.47,90996999.53,1.1,0.36,90996999.53,0.79,Consumer Cyclical,Retail - Apparel & Specialty,A retailer & distributor of beauty supplies,False
CST,CST Brands,0,48.2,3639727387.16,0.54,0.02,1783000024.95,0.11,0.27,2554000062.61,17.86,281999997.95,0.01,61834541.88,967000008.73,196000002.8,1.71,0.11,196000002.8,1,Consumer Cyclical,Retail - Apparel & Specialty,A retailer of motor fuel,False
RGC,Regal Entertainment,0,22.86,3410229939.37,2.79,0.04,2344599980.53,0.27,-0.24,1295999970.69,8.9,346299995.93,0.05,28854832.66,-861700011.78,186900003.39,1.67,0.27,186900003.39,0.95,Consumer Cyclical,Entertainment,Operates movie theaters,False
TPX,Tempur Sealy Intl,0,55.93,3314380961.74,7.68,0.1,1685100017.33,0.23,0.05,1747400082.03,86.97,399799993.73,0.05,85669142.98,151300000.98,88999998.75,-0.36,0.23,88999998.75,0.68,Consumer Cyclical,Manufacturing - Apparel & Furniture,Provides mattresses & pillows,False
TUP,Tupperware Brands,0,60.63,3303557597.79,-5.75,0.05,806800011.27,0.37,0.06,899000017.16,55.3,335799995.47,0.06,28826314.64,190700001.52,98499999.35,0.15,0.37,98499999.35,0.91,Consumer Cyclical,Packaging & Containers,Direct selling consumer products company,False
TEN,Tenneco,0,54.12,3297492820.72,-4.89,0.06,1434000000.78,0.34,0.21,1744999984.14,54.08,587000001.3,0.09,25632024.39,635000006.18,323999999.54,0,0.34,323999999.54,0.91,Consumer Cyclical,Autos,Manufacturer of automotive emission control,False
AEO,American Eagle Outfitters,0,16.49,3246292684.48,-7.15,0.11,,0.41,0.37,852463015.6,15.45,352082004.48,0.08,87115311.8,1100397011.65,247934004.58,0.1,0.41,247934004.58,0.85,Consumer Cyclical,Retail - Apparel & Specialty,A specialty and accessories retailers,False
FUN,Cedar Fair,0,59.99,3212610947.55,3.81,0.06,1535870975.69,0.2,0.03,1454015939.47,56.09,291079995.17,0.05,9419568.34,105446999.2,187302001.38,0.13,0.2,187302001.38,0.95,Consumer Cyclical,Travel & Leisure,Operates amusement park,False
CMPR,Cimpress,0,84.34,3196581946.34,-16.06,0.06,791883996.29,0.04,0.06,885433969.61,79.89,38300001.33,0.05,19830864.17,147175000.97,60937000.11,0.06,0.04,53624999.15,0.82,Consumer Cyclical,Advertising & Marketing Services,Online marketing products and service provider,False
CBRL,Cracker Barrel Old,0,135.49,3177100658,1.91,0.04,400000002.63,0.36,0.16,775476984.76,135.87,280470997.03,0.05,51454986.67,526442997.73,150965998.87,0.03,0.36,150965998.87,0.79,Consumer Cyclical,Restaurants,Operates & develops restaurants & retail concept,False
JACK,Jack In The Box,0,95.93,3135193351.86,1.21,0.11,896267984.56,0.3,-0.05,722145990.6,65.43,212679000.91,0.03,42015007.5,-167474998.17,6646999.89,0.48,0.3,6646999.89,0.94,Consumer Cyclical,Restaurants,Operates & franchises restaurants,False
SLGN,Silgan Holdings,0,50.94,3059548478.9,6.41,0.01,1935096968.91,0.12,0.22,2593196912.41,50.76,299999998.12,0.02,14274254.4,751699990,93599999.07,0.02,0.12,93599999.07,0.93,Consumer Cyclical,Packaging & Containers,Manufacturer of metal & plastic containers,False
AMC,AMC Entertainment Hldgs,0,32.25,3029423845.4,2.38,0.03,1932635011.46,0.07,0.49,3392165027.69,14.12,225685998.02,0.03,6810213.7,1552846025.21,93316001.82,1.34,0.07,93316001.82,0.99,Consumer Cyclical,Entertainment,Theatrical exhibition companies,False
STRZA,Starz,0,33.41,3027782511.96,7.05,0.06,995600008.4,0.28,0.07,1260100032.33,37.98,348400001.59,0.1,32786953.68,278500000.9,14000000.03,-0.12,0.28,14000000.03,0.93,Consumer Cyclical,Entertainment,A media and entertainment company,False
JW.A,John Wiley & Sons,0,51.5,2982581373.18,0.78,0.05,652999988.21,0.13,0.34,1483513982.4,53.33,190712001.48,0.08,11171309.06,1016407994.12,185894001.21,-0.01,0.13,185894001.21,0.88,Consumer Cyclical,Publishing,Engaged in publishing business,False
PZZA,Papa John's International,0,80.16,2916198813.15,3.1,0.06,311569996.42,0.57,-0.01,267834994.77,40.85,153341002.49,0.03,27886690.39,-24628000.21,19107000.4,0.98,0.57,19107000.4,0.98,Consumer Cyclical,Restaurants,Operates pizza delivery and carryout restaurants,False
GME,GameStop,0,20.91,2868850719.54,-19.73,0.12,813499998.95,0.24,0.99,2674999941.67,75.39,644899998.33,0.04,73298513.33,2150999995.47,289500004.76,-0.7,0.24,289500004.76,0.47,Consumer Cyclical,Retail - Apparel & Specialty,Omnichannel video game retailer,False
STAY,Extended Stay America,0,14.2,2850059304.78,6.21,0.05,2566698966.53,0.15,0.33,3345283962.37,39.93,486860989.81,0.06,9852853.37,928419988.1,149834997.33,-0.62,0.15,149834997.33,0.79,Consumer Cyclical,Travel & Leisure,Owns and operates company-branded hotels,False
WEN,The Wendy's,0,11.13,2821557244.47,4.8,0.42,2509114974.59,0.1,0.24,2936098929.27,-5.17,301728005.97,0.02,36886081.67,693163988.61,266180003.18,-3.2,0.1,266180003.18,0.99,Consumer Cyclical,Restaurants,A quick service restaurant company,False
MUSA,Murphy,0,63.13,2794704408.83,-10.42,0.09,679382004.91,0.23,0.31,1231877027.7,58.44,277268005.83,0.01,19162808.9,759186997.95,206692000.59,0.08,0.23,206692000.59,0.8,Consumer Cyclical,Retail - Apparel & Specialty,Operates retail stores,False
EAT,Brinker International,0,49.24,2769833354.22,-2.77,0.26,1445827027.45,0.35,-0.23,860606993.25,39.7,302705005.49,0.11,71698960.24,-551064995.18,34154999.31,0.27,0.35,34154999.31,0.9,Consumer Cyclical,Restaurants,Operates full-service restaurants,False
TXRH,Texas Roadhouse,0,39.88,2749290394.33,5.03,0.03,52587000.15,0.25,0.26,706463999.78,22.14,174773997.02,0.03,34683139.18,735589988.62,81712999.81,0.83,0.25,81712999.81,0.81,Consumer Cyclical,Restaurants,A full-service restaurant company,False
SBGI,Sinclair Broadcast Group,0,26.2,2727024534.41,-4.76,0.04,4178760041.56,0.11,0.24,4645545054.99,48.89,493650000.23,0.13,29639183.49,570511989.98,103726998.93,-0.45,0.11,103726998.93,0.74,Consumer Cyclical,Entertainment,A television broadcasting company,False
UNF,UniFirst,0,125.85,2670962831.8,-4.32,0,0,0.2,0.54,1000985979.94,107.44,201159993.89,0.04,13632131.62,1364780979.17,363795003.9,0.17,0.2,363795003.9,0.95,Consumer Cyclical,Manufacturing - Apparel & Furniture,Manufactures & sells uniforms and protective wears,False
TSE,Trinseo,0,49.85,2624742219.59,-5.34,0.01,1190873000.21,0.41,0.19,1148022984.58,-13.43,466583001.54,0.15,53294961.23,423436997.43,466287000.05,-4.73,0.41,466287000.05,0.84,Consumer Cyclical,Autos,Engaged in manufacture of polymers and plastics,False
BWLD,Buffalo Wild Wings,0,149,2575244515.27,7.5,0.05,100681999.98,0.21,0.23,717818997.29,153.01,149396999.89,0.04,67247023.77,631894989.38,14758000.09,-0.03,0.21,14758000.09,0.87,Consumer Cyclical,Restaurants,Operates restaurants,False
CHH,Choice Hotels,0,49.25,2529261632.76,11.5,0.05,866907006.71,0.72,-0.14,323512000.93,57.26,233628003.88,0.04,9939328.37,-337441999.94,205952996.18,-0.13,0.72,205952996.18,0.91,Consumer Cyclical,Travel & Leisure,Operates as a hotel franchisor,False
CHDN,Churchill Downs,0,137.45,2427778093.51,-4.04,0.08,920200017,0.1,0.31,1558700002.35,145.56,162868998.26,0.07,11567412.06,695399989.48,56899999.48,-0.05,0.1,56899999.48,0.91,Consumer Cyclical,Travel & Leisure,Provides pari-mutuel horseracing services,False
DW,Drew Industries,0,89.3,2410010381.07,-6.43,0.01,49939999.27,0.38,0.23,486247983.77,37.66,183864999.58,0.07,21923905.28,531367992.16,95060000.9,1.39,0.38,95060000.9,0.87,Consumer Cyclical,Autos,Manufactures components for recreational vehicles,False
CAKE,Cheesecake Factory,0,53.04,2406861925.15,4.06,0.07,,0.37,0.23,523685996.55,40.33,192642002.64,0.07,35313218.17,589531003.42,65844999.36,0.34,0.37,65844999.36,0.99,Consumer Cyclical,Restaurants,Engaged in bakery & restaurant business,False
VSTO,Vista Outdoor,0,38.94,2404937999.15,5.16,0.06,1058299014.03,0.1,0.71,2658058027.45,54.05,262878004.26,0.07,23736905.47,1665758971.42,66000000.63,-0.28,0.1,66000000.63,0.74,Consumer Cyclical,Travel & Leisure,Designs and manufactures shooting sports products,False
LAD,Lithia Motors,0,77.71,2403622514.9,-17.76,0.07,2179567013.18,0.11,0.44,3021540959.54,112.84,333262001.5,0.03,26859617.97,866089983.63,24115999.52,-0.3,0.11,24115999.52,0.62,Consumer Cyclical,Autos,An operator of automotive franchises,False
MEG,Media General,0,16.94,2383435593.99,-7.28,0.01,2219733967.26,0.02,0.66,3628358976.12,6.15,66650001.98,0.02,14576240.52,1434002982.7,25378000.15,1.76,0.02,25378000.15,0.91,Consumer Cyclical,Entertainment,A broadcast television and digital media company,False
GEF,Greif,0,48.25,2369981308.53,2.88,0.04,1114100010.85,0.1,0.35,2001600010.62,2.57,204100004.56,0.06,10006942.42,981799997.21,94299998.99,18.45,0.1,94299998.99,0.97,Consumer Cyclical,Packaging & Containers,Produces industrial packaging products,False
MDP,Meredith,0,45.8,2317184951.97,-8.77,0.05,697401992.15,0.1,0.44,1569715020.98,48.66,162358999.67,0.11,15038955.28,904441018.56,32128000.21,-0.02,0.1,32128000.21,0.8,Consumer Cyclical,Publishing,A media and marketing company,False
WWW,Wolverine World Wide,0,21.73,2290216491.8,-4.32,0.06,1052399980.72,0.1,0.48,1562199976.65,9.72,158799998.24,0.09,18261511.58,1040699986.16,530900009.51,1.26,0.1,530900009.51,0.86,Consumer Cyclical,Manufacturing - Apparel & Furniture,A designer & manufacturer of footwear and apparel,False
DAN,Dana,0,15.39,2240796975.73,3.43,0.08,1665000007.36,0.26,0.35,1711000004.32,19.38,410000005.56,0.03,25612255.47,772999994.79,853000013.09,-0.19,0.24,727000010.46,0.94,Consumer Cyclical,Autos,Provides products for vehicle manufacturers,False
DORM,Dorman Products,0,63.57,2212598621.59,1.5,0.02,,0.32,0.26,484022008.37,33.97,155923000.31,0.03,8146359.43,579163998.91,95141998.85,0.87,0.32,95141998.85,0.95,Consumer Cyclical,Autos,Supplier of automotive replacement parts,False
FIVE,Five Below,0,37.22,2210695835.13,-4.56,0,0,0.58,0.13,202587996.34,28.45,100828999.99,0.02,48791761.21,269696996.03,96041999.23,0.31,0.5,67108999,0.72,Consumer Cyclical,Retail - Apparel & Specialty,A specialty retailer,False
DDS,Dillard's,0,62.31,2156180270.51,-5.59,0.2,820900009.56,0.16,0.83,2461299943.16,92.41,383499992.57,0.16,30701715.79,1768699973.94,128300000.69,-0.32,0.16,128300000.69,0.71,Consumer Cyclical,Retail - Apparel & Specialty,"An apparel, fashion & home furnishing retailer",False
IILG,Interval Leisure Group,0,16.5,2148494943.51,-3.4,0.03,768999992.69,0.06,0.77,2220999982.43,16.38,123006000.79,0.06,17821857.96,1578999970.32,127000000.11,0.04,0.06,127000000.11,0.92,Consumer Cyclical,Travel & Leisure,Provides membership & leisure services,False
SHOO,Steven Madden,0,37.05,2117461945.22,7.21,0.05,,0.31,0.31,660639991.76,28.24,168236000.26,0.05,13672862.11,723362999.44,183460001.34,0.31,0.26,62722998.88,0.99,Consumer Cyclical,Manufacturing - Apparel & Furniture,Designs & sells footwear,False
BID,Sothebys,0,34.81,2096207075.81,-3.2,0.17,1131935008.71,0.13,0.28,1226718006.86,18.23,164953002.27,0.06,26678596.75,570087009.27,475304001.72,0.92,0.13,475304001.72,0.85,Consumer Cyclical,Retail - Apparel & Specialty,Engaged in the auction business,False
HSNI,HSN,0,33.7,2080038283.92,-11.92,0.05,603493012.24,0.36,0.09,710595013.64,71.24,252364001.75,0.09,14960969.73,161858002.51,54756000.76,-0.51,0.36,54756000.76,0.62,Consumer Cyclical,Retail - Apparel & Specialty,A multi-channel retailer,False
CTB,Cooper Tire & Rubber,0,34.7,2058577412.56,-10.13,0.07,308696004.8,0.42,0.57,919099990.33,52.47,381778995.04,0.08,19891288.42,1060751991.44,450348004.41,-0.33,0.42,450348004.41,0.82,Consumer Cyclical,Autos,Manufactures & markets eplacement tires,False
VAC,Marriott Vacations,0,67.31,1978628499.53,-3.24,0.16,804721012.48,0.15,0.48,1498231047.95,56.48,227293003.15,0.06,19270256.13,868274011.91,174764002.92,0.21,0.15,174764002.92,0.85,Consumer Cyclical,Travel & Leisure,Seller and manager of vacation ownership,False
PLNT,Planet Fitness,0,22.2,1978278802.84,12.07,0.08,482166997.74,0.26,0,425677008.22,-25.7,108386999.25,0.1,12481711.67,9463999.96,65953999.04,-1.86,0.26,65953999.04,0.97,Consumer Cyclical,Travel & Leisure,Franchises and operates fitness centers,False
MNRO,Monro Muffler Brake,0,53.18,1975110162.48,-12.76,0.01,383593993.41,0.12,0.33,939872997.8,80.83,116103000.67,0.06,14348398.41,563504990.36,7225999.98,-0.33,0.12,7225999.98,0.71,Consumer Cyclical,Autos,Provides automotive under car repair services,False
MATW,Matthews International,0,61.6,1951189747.26,2.96,0.04,919423004.14,0.07,0.35,1539043985.66,53.93,111901000.79,0.05,5725486.84,694104010.72,74482999.73,0.15,0.07,74482999.73,0.98,Consumer Cyclical,Personal Services,Provides memorialization products,False
IMAX,Imax,0,31.45,1944256419.83,11.21,0.05,27806000.05,0.2,0.27,377504994,51.53,74388998.63,0.03,25837992.9,567802990.24,218104000.76,-0.39,0.2,218104000.76,0.8,Consumer Cyclical,Entertainment,An entertainment technology company,False
ODP,Office Depot,0,3.65,1941829083.13,8.31,0.01,1190999994.25,0.21,0.96,2239000020.52,55.94,467999999.5,0.19,26317262.8,1848999997.61,801000000.85,-0.94,0.21,801000000.85,0.47,Consumer Cyclical,Retail - Apparel & Specialty,Supplier of office products and services,False
BLMN,Bloomin Brands,0,17.35,1929861538.74,1.88,0.17,1268333977.53,0.12,0.12,1416417962.72,11.3,163665998.76,0.07,19962968.24,239557996.77,91474001.05,0.56,0.12,91474001.05,0.87,Consumer Cyclical,Restaurants,A casual dining restaurant company,False
NYT,New York Times,0,11.2,1924187680.1,-3.86,0.04,434914994.38,0.28,0.44,1075162963.45,28.73,133713997.48,0.06,7155215.95,797185983.47,746002996.13,-0.61,0.12,156937999.64,0.79,Consumer Cyclical,Publishing,A media company,False
DECK,Deckers Outdoor,0,53.51,1907988667.71,-12.24,0.03,310392003.71,0.13,0.54,1157619016.31,51.47,150326004.3,0.02,37374220.83,957274011.4,110046998.7,0.04,0.13,110046998.7,0.78,Consumer Cyclical,Manufacturing - Apparel & Furniture,Designs and markets footwear and accessories,False
TVPT,Travelport Worldwide,0,13.25,1862521297.85,-8.3,0.02,2358388968.08,0.12,-0.2,1893056962.49,21.87,219862996.3,0.14,11005053.91,-326931999.2,138399999.48,-0.38,0.12,138399999.48,0.88,Consumer Cyclical,Travel & Leisure,Provides a travel commerce platform,False
NXST,Nexstar Broadcasting,0,49.5,1770981600.29,-12.65,0.02,1487838984.11,0.15,0.09,1592348948.78,60.3,237597002.19,0.12,29122316.23,131691999.11,27181999.51,-0.17,0.15,27181999.51,0.82,Consumer Cyclical,Entertainment,A television broadcasting company,False
DSW,DSW,0,21.07,1684149632.07,1.3,0.04,,0.22,0.54,879046000.4,32.02,168720998.25,0.05,38680501.57,941370016.71,165790998.19,-0.32,0.19,62324000.39,0.74,Consumer Cyclical,Retail - Apparel & Specialty,A branded footwear and accessories retailer,False
WWE,World Wrestling Enter,0,17.01,1627280916.26,-15.08,0.03,42835999.79,0.21,0.17,251412993.52,16.95,40344999.22,0.01,8739278.2,220033997.8,67574000.98,0.03,0.16,11457000.2,0.8,Consumer Cyclical,Entertainment,A media and entertainment company,False
CHS,Chico's FAS,0,11.85,1571192735.2,-3.19,0.09,87251999.68,0.09,0.39,596562985.41,25.23,47985000.25,0.09,24841001.27,609842994.91,151143998.72,-0.52,0.08,100531999.04,0.89,Consumer Cyclical,Retail - Apparel & Specialty,A specialty retailer of women's clothing items,False
ISCA,International Speedway,0,33.75,1536218239.87,9.94,0.04,265500999.58,0.08,0.9,1383460051.02,36.29,110488997.97,0.05,4056204.79,1383288027.63,265329000.8,-0.06,0.08,265329000.8,0.91,Consumer Cyclical,Travel & Leisure,Engaged in motorsports activities,False
BEL,Belmond,0,12.3,1522443052.2,0.08,0.01,601631992.61,0.06,0.56,1121719973.98,-5.4,64709999.15,0,3967430.9,697979993.87,177892002.86,-3.28,0.06,177892002.86,0.95,Consumer Cyclical,Travel & Leisure,A hotel and travel company,False
SFLY,Shutterfly,0,48.11,1516818604.07,6.34,0.11,275107999.85,0.06,0.29,691942993.77,41.91,37264001.49,0.07,26188937.41,477046992.25,92854998.58,0.15,0.05,60211999.17,0.9,Consumer Cyclical,Personal Services,Provides personalized products and services,False
PLCE,Children's Place,0,74.1,1465957628.2,-2.11,0.12,43859999.67,0.44,0.36,355451004.12,33.28,123663998.46,0.12,35384046.49,482420009.63,245929000.91,1.25,0.35,170828998.55,0.86,Consumer Cyclical,Retail - Apparel & Specialty,Retailer of children's apparel,False
DIN,DineEquity,0,77.86,1442256639.34,-0.97,0.09,1409339984.85,0.15,0.18,1558043014.79,83.91,226750000.48,0.09,12550805.44,256525995.8,107823000.27,-0.03,0.15,107823000.27,0.8,Consumer Cyclical,Restaurants,Owns and operates restaurants,False
MSGN,MSG Networks,0,19,1394686478.71,1.33,0.07,1467156006.47,1.32,-0.76,231426022.1,28.22,305845000.14,0.11,10967397.26,-1080254983.88,155474997.79,-0.33,1.32,155474997.79,0.9,Consumer Cyclical,Entertainment,Develops content for various distribution platform,False
GPI,Group 1 Automotive,0,57.05,1364098161.23,-11.3,0.15,2710755963.35,0.07,0.73,3574809932.31,90.14,266261004.46,0.1,18242937.44,886972013.06,22917999.64,-0.36,0.07,22917999.64,0.68,Consumer Cyclical,Autos,An automotive retail company,False
AIN,Albany International,0,40.05,1360398014.19,-2.17,0.02,491807994.94,0.1,0.41,817182995.62,33.39,79811000.9,0.02,3955371.2,521544996.59,196170000.79,0.22,0.1,196170000.79,0.92,Consumer Cyclical,Homebuilding & Construction,Designs & manufactures paper machine clothing,False
SCHL,Scholastic,0,39.54,1358463991.84,3.89,0.02,20499999.68,0.09,0.89,951500017.37,42.18,84000001.65,0.05,3924053.94,1218600000.5,287600003.23,-0.05,0.09,287600003.23,0.9,Consumer Cyclical,Publishing,"A publishing, education and media company",False
KBH,KB Home,0,14.69,1358047560.32,-7.78,0.07,2674795026.79,0.04,1.35,4022576106.96,4.65,175337000.83,0.07,34279616.35,1682450015.1,334669006.68,2.18,0.04,334669006.68,0.88,Consumer Cyclical,Homebuilding & Construction,A homebuilding company,False
GCI,Gannett,0,8.23,1356523241.05,-26.12,0.08,385000001.06,0.06,1.11,1333312951.36,60.41,81414999.64,0.12,11451691.03,1065113981.97,116801001.04,-0.85,0.06,116801001.04,0.46,Consumer Cyclical,Publishing,Provides publishing services,False
MINI,Mobile Mini,0,24.95,1342057723.89,-15.05,0.05,949226016.65,0.06,0.67,1679843023.51,54.63,98411002.16,0.03,5687518.97,740139003.46,9521999.86,-0.53,0.06,9521999.86,0.66,Consumer Cyclical,Packaging & Containers,Provider of portable storage solutions,False
FOSL,Fossil Group,0,27.2,1336563281.22,-6.14,0.02,723800008.64,0.1,0.72,1472699991.91,77.11,149999997.53,0.14,23813873.85,984899980.85,235999999.01,-0.65,0.1,235999999.01,0.52,Consumer Cyclical,Manufacturing - Apparel & Furniture,Designs and markets consumer fashion accessories,False
SSP,The E W Scripps,0,13.75,1328231819.23,-11.35,0.03,396650995.42,0.02,0.81,1234745992.21,47.74,27288999.18,0.07,8450678.21,926472980.95,88377999.55,-0.71,0.02,88377999.55,0.63,Consumer Cyclical,Entertainment,Provides media content and advertising services,False
WMS,Advanced Drainage Systems,0,20,1320588571.09,-13.04,0.01,455112991.16,0.15,0.19,673978983.75,53.95,99015001.11,0.08,7115866.72,228033997.9,9168000.15,-0.63,0.15,9168000.15,0.63,Consumer Cyclical,Autos,Markets thermoplastic corrugated pipes,False
AXL,American Axle & Mfg Hldgs,0,13.74,1316386672.6,-23.24,0.01,1404399984.08,0.27,0.5,1490499988.84,52.37,398299997.18,0.17,20085843.76,520000001.52,433900000.81,-0.74,0.27,433900000.81,0.6,Consumer Cyclical,Autos,Manufactures auto parts,False
AMWD,American Woodmark,0,75.2,1313769962.17,-5.37,0.01,24718000.17,0.95,0.25,163850999.83,71.45,101358998.86,0.05,13235325.82,301695996.41,219312997.31,0.05,0.62,162563000.55,0.85,Consumer Cyclical,Manufacturing - Apparel & Furniture,A manufacturer of kitchen cabinets & vanities,False
LQ,La Quinta Holdings,0,10.09,1305786006.11,-6.31,0.16,1702972010.46,0.04,0.55,2202339038.86,43.88,83490998.1,0.11,9540379.72,647549996.53,148183001.05,-0.77,0.04,148183001.05,0.67,Consumer Cyclical,Travel & Leisure,Owns and operates select-service hotels,False
FCPT,Four Corners Property,0,19.19,1277365831.93,-3.71,0.05,393495999.78,0.07,0.38,813990007.44,25.03,56308999.58,0.04,8569838.69,439363995.04,18869999.8,-0.21,0.07,18869999.8,0.79,Consumer Cyclical,Restaurants,"Owns, manages and leases restaurant properties",False
